pai_version,fiscal_year,theme_number,theme_slug,indicator_id,mandatory,kind,indicator,numerator,denominator,source_url,retrieved_utc
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,261,Mandatory,binary,"If Public Health Center (PHC)/Health Sub Center(HSC) is there, then whether the PHC/HSC has Containment zone for disposal of waste products","If PHC/HSC is there, then whether the PHC/HSC has Containment zone for disposal of waste products",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,262,Mandatory,binary,"If Publi Health Center (PHC)/Health Sub Center(HSC) is there, then whether the PHC/HSC has Display posters (IEC)/ develop IEC corner for health education","If PHC/HSC is there, then whether the PHC/HSC has Display posters (IEC)/ develop IEC corner for health education",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,263,Mandatory,binary,"If Public Health Center(PHC)/Health Sub Center (HSC) is there, then whether the PHC/HSC has RAMPS for Physically challenged children/persons","If PHC/HSC is there, then whether the PHC/HSC has RAMPS for Physically challenged children/persons",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,264,Mandatory,binary,"If Public Health Center(PHC)/Health Sub Center (HSC) is not there, then does the Panchayat has road access to nearest Public Health Center (PHC)/Health Sub Center (HSC)?","If PHC/HSC is not there, then does the Panchayat has road access to nearest PHC/HSC?",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,265,Optional,binary,Is there a Livestock aid centre in the village?,Is there a Livestock aid centre in the village?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,266,Optional,binary,"If Livestock Aid center is not there, Whether the GP has facility center for Livestock Treatment shed withTreves","If Livestock Aid center is not there, Whether the GP has facility center for Livestock Treatment shed with Treves",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,267,Optional,binary,"If Livestock Aid center is not there, Whether the GP has facility center for Livestock with Adequate water supply &water storage facility","If Livestock Aid center is not there, Whether the GP has facility center for Livestock with Adequate water supply &water storage facility",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,268,Optional,binary,"If Livestock Aid center is not there, Whether theGP facility center for Livestock has Containment zone for disposal of waste products","If Livestock Aid center is not there, Whether theGP facility center for Livestock has Containment zone for disposal of waste products",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,269,Optional,binary,"If Livestock Aid center is not there, Whether the GP facility center for Livestock has Wall should carry posters Information Education Communication(IEC) for health education.","If Livestock Aid center is not there, Whether the GP facility center for Livestock has Walls that should carry posters (IEC) for health education.",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,270,Optional,binary,"If Livestock Aid center is not there,Whether the GP facility center for Livestock has Immediate and primary treatment to the ailing animals","If Livestock Aid center is not there,Whether the GP facility center for Livestock has Immediate and primary treatment to the ailing animals",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,271,Optional,binary,"If Livestock Aid center is not there, Whether the GP facility center for Livestock has 100% Vaccination coverage of different vaccine preven diseases (VPD) for different animals","If Livestock Aid center is not there, Whether the GP facility center for Livestock has 100% Vaccination coverage of different vaccine preventable diseases (VPD) for different animals",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,272,Optional,binary,"If Livestock Aid center is not there, Whether the GP facility center for Livestock has 100% Insurance coverage","If Livestock Aid center is not there, Whether the GP facility center for Livestock has 100% Insurance coverage",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,273,Optional,binary,"If Livestock Aid center is not there, Whether the GP facility center for Livestock has 100% Deworming","If Livestock Aid center is not there, Whether the GP facility center for Livestock has 100% Deworming",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,274,Optional,binary,"If Livestock Aid center is not there, Whether the GP facility center for Livestock Organizing Health camp in each month regularly","If Livestock Aid center is not there, Whether the GP facility center for Livestock Organizing Health camp in each month regularly",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,275,Optional,binary,"If Livestock Aid center is not there, Whether the GP facility center for Livestock has imparted need based training to livestock farmers","If Livestock Aid center is not there, Whether the GP facility center for Livestock has imparted need based training to livestock farmers",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,276,Optional,binary,"If Livestock aid centre is there, then: Whether the Livestock Aid Centre has Own building","If Livestock aid centre is there, then: Whether the Livestock Aid Centre has Own building",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,277,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has boundary wall and gate","If Livestock aid centre is there, then Whether the Livestock Aid Centre has boundary wall and gate",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,278,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Electricity","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Electricity",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,279,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Telephone","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Telephone",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,280,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Internet connection","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Internet connection",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,281,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Refrigerator","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Refrigerator",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,282,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Treatment shed with Treves","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Treatment shed with Treves",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,283,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Adequate Manpower ( L I, Vaccinator)","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Adequate Manpower ( L I, Vaccinator)",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,284,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Attendant, Sanitation worker-cum-watch man) for providing services 24 X 7","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Attendant, Sanitation worker-cum-watch man) for providing services 24 X 7",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,285,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Adequate & functional equipment","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Adequate & functional equipment",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,286,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Adequate furniture for medicine, instrument &minor operation","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Adequate furniture for medicine, instrument &minor operation",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,287,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Available of sufficient quantity of Medicines","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Available of sufficient quantity of Medicines",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,288,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Fully equipped small Operation Theater and labour room","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Fully equipped small OT and labour room",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,289,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Referral service","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Referral service",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,290,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Transportation / Ambulance facility","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Transportation / Ambulance facility",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,291,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Adequate water supply with water storage facility","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Adequate water supply with water storage facility",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,292,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Toilet with Adequate water supply for male and female separately","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Toilet with Adequate water supply for male and female separately",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,293,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Containment zone for disposal of waste products","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Containment zone for disposal of waste products",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,294,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Wall should carry posters (IEC) for health education.","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Walls that should carry posters (IEC) for health education.",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,295,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Immediate and primary treatment to the ailing animals","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Immediate and primary treatment to the ailing animals",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,296,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has 100% Vaccination coverage of different vaccine preven diseases (VPD) for different animals","If Livestock aid centre is there, then Whether the Livestock Aid Centre has 100% Vaccination coverage of different vaccine preventable diseases (VPD) for different animals",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,297,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has 100% Insurance coverage","If Livestock aid centre is there, then Whether the Livestock Aid Centre has 100% Insurance coverage",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,298,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has 100% Deworming","If Livestock aid centre is there, then Whether the Livestock Aid Centre has 100% Deworming",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,299,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Organizing Health camp in each month regularly","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Organizing Health camp in each month regularly",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,300,Optional,binary,"If Livestock aid centre is there, then Whether the Livestock Aid Centre has Imparting need based training to livestock farmers","If Livestock aid centre is there, then Whether the Livestock Aid Centre has Imparting need based training to livestock farmers",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,302,Mandatory,ratio,Percentage of Primary Schools have their own building in GP,Number of Primary School has own building,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,6,t6_self_sufficient_infrastructure_in_panchayat,303,Mandatory,ratio,Percentage of primary schools have access to the Internet,Number of Primary schools have access to the Internet in GP,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=1,2026-09-06T06:50:29Z
